0,1,2,3,4,5,6,7,8,9,label
0.8736119,0.7737459,0.68092996,0.3741789,0.3927081,0.5532029,0.70144415,0.42198926,0.89046234,0.88568604,heart
0.80517006,0.7827531,0.702043,0.37088025,0.37506765,0.56566846,0.6598093,0.43992487,0.8912479,0.9721588,heart
0.97101647,0.789088,0.7024027,0.388751,0.39456835,0.61475164,0.61892366,0.3509724,0.8866734,0.8126412,heart
0.84071386,0.7584608,0.67520916,0.37562463,0.40354756,0.5772732,0.6676474,0.4282225,0.88879734,0.90216285,heart
1.1760362,0.7732394,0.67510223,0.37028864,0.3774819,0.68263334,0.7074082,0.4292512,0.86907756,0.6574962,heart
1.0581577,0.762518,0.6836858,0.37021923,0.3795929,0.65538746,0.7022536,0.41682184,0.9001939,0.720609,heart
0.936863,0.77785486,0.6867736,0.38364115,0.37545297,0.62508386,0.6216687,0.39261797,0.89906,0.83027595,heart
1.5631292,0.76578444,0.7026455,0.3866024,0.3826689,0.7195358,0.7695485,0.32882053,0.9125997,0.48990476,heart
1.1510944,0.7688271,0.68987983,0.37383738,0.3894686,0.57377785,0.73918647,0.36471808,0.91942704,0.6679097,heart
0.84965676,0.7598731,0.70278627,0.3852267,0.39027074,0.57013357,0.61820984,0.39373404,0.91078573,0.8943295,heart
0.956498,0.77441216,0.69031644,0.36464918,0.39041618,0.5901912,0.65911794,0.39653617,0.9055692,0.8096327,heart
0.7741726,0.77557606,0.67249566,0.3882279,0.37459865,0.6068058,0.60117793,0.44752857,0.8778762,1.0018128,heart
1.0224236,0.7788117,0.6794687,0.3819933,0.36993596,0.72320247,0.59881645,0.41489023,0.8757605,0.7617309,heart
0.82312614,0.77112806,0.6923966,0.3572398,0.40511897,0.5919732,0.6418439,0.40844214,0.89863443,0.93682855,heart
0.8641583,0.77653354,0.6746569,0.37826094,0.39172214,0.5862037,0.64656293,0.38238347,0.8944413,0.8986011,heart
0.82248354,0.7824249,0.6777579,0.4156848,0.37315306,0.7074487,0.5011574,0.38901308,0.876371,0.9512955,heart
1.0321424,0.77384055,0.65444905,0.38404462,0.37545097,0.69984806,0.65105075,0.40095887,0.875714,0.749742,heart
0.7863691,0.7904031,0.68519706,0.3993375,0.4005802,0.5829625,0.58520275,0.37674764,0.87424433,1.00513,heart
1.0016582,0.78869534,0.679539,0.37058428,0.36724102,0.67211276,0.6758615,0.43581152,0.86776966,0.7873897,heart
1.1763111,0.7728881,0.66937834,0.38809144,0.3744439,0.7514882,0.66459584,0.41057947,0.86875486,0.65704393,heart
0.86281025,0.80520684,0.651291,0.38190067,0.3608802,0.64696527,0.63185734,0.46586972,0.8448022,0.93323743,heart
0.94473153,0.77268785,0.6903098,0.3765111,0.37644687,0.643229,0.631105,0.4075766,0.88551927,0.8178915,heart
0.83255535,0.77354556,0.7024212,0.39545318,0.3815769,0.5098795,0.68118894,0.38001835,0.9016763,0.9291221,heart
0.9014992,0.7772417,0.6670661,0.36148012,0.3966005,0.5816377,0.66003704,0.41372144,0.885838,0.86216563,heart
0.79855496,0.7902263,0.68356365,0.3942672,0.3809291,0.65031356,0.54259896,0.40441465,0.87531954,0.9895703,heart
0.8454695,0.7867073,0.6811464,0.38649252,0.3847295,0.698545,0.519053,0.39160258,0.87567693,0.9304975,heart
1.0973306,0.7686836,0.6740074,0.3811661,0.37110665,0.6979088,0.61858433,0.41850796,0.89286727,0.7005033,heart
0.9630216,0.7759895,0.711316,0.3933071,0.3880465,0.6463378,0.5928014,0.3572807,0.8968185,0.8057862,heart
0.83401173,0.78190285,0.6737957,0.37241083,0.39100006,0.5354467,0.682105,0.40230113,0.8753732,0.93752027,heart
0.9198952,0.7660883,0.6985422,0.38993496,0.37302524,0.57730764,0.67363113,0.38318604,0.89363366,0.8327996,heart
0.88276285,0.78685707,0.66947263,0.3698509,0.37774274,0.6216799,0.64894456,0.44062233,0.86280704,0.89135724,heart
0.8211299,0.77938366,0.65666974,0.39350322,0.37169138,0.6541591,0.5831388,0.416659,0.87047166,0.94916,heart
0.9749029,0.7937501,0.6882281,0.3859845,0.36404365,0.7321803,0.5752705,0.4179403,0.8628347,0.8141838,heart
0.8600796,0.76819026,0.68321484,0.39041987,0.37772316,0.6467218,0.581597,0.40837902,0.880424,0.89316183,heart
0.8135373,0.75791025,0.6716896,0.3907781,0.37644708,0.5928166,0.64805174,0.41839415,0.8955375,0.9316232,heart
0.8871319,0.7870878,0.6764363,0.36920348,0.3702656,0.60275805,0.65795314,0.45078793,0.8615449,0.8872275,heart
0.85803586,0.7641955,0.68711364,0.40876156,0.3608815,0.66166496,0.59515196,0.40553734,0.8858441,0.8906336,heart
0.93516016,0.792254,0.66246545,0.37159204,0.37426686,0.6711965,0.6098173,0.45200253,0.8551973,0.8471853,heart
0.9334543,0.7789054,0.68819064,0.3826734,0.3700314,0.66831386,0.6154004,0.3996427,0.8843998,0.8344334,heart
0.9648212,0.78913534,0.67308515,0.3855438,0.35493955,0.7753033,0.52885664,0.44338268,0.87223303,0.8179084,heart
0.8894867,0.7826139,0.6818524,0.37481955,0.39349732,0.56322145,0.6782099,0.3866314,0.88212675,0.8798489,heart
0.8821268,0.7904257,0.6968866,0.37960446,0.3643206,0.6630765,0.6240378,0.45715114,0.8719563,0.8960455,heart
0.9167212,0.758392,0.68041575,0.38456234,0.38417095,0.66148823,0.6171754,0.4032794,0.8951276,0.82728744,heart
0.91637367,0.7848492,0.69458276,0.36450592,0.3678155,0.6464683,0.6726236,0.4613138,0.88300395,0.8564729,heart
1.0742553,0.749748,0.6677506,0.37686935,0.36825347,0.665936,0.66015816,0.4345456,0.8994703,0.6979234,heart
0.88986415,0.76127595,0.70119727,0.3850064,0.3832601,0.64432836,0.6107299,0.3802802,0.8953943,0.85549676,heart
1.3104955,0.758441,0.6848376,0.36628556,0.38073376,0.71278715,0.80686975,0.41069913,0.9043827,0.5787437,heart
0.9866488,0.75360274,0.6972232,0.3677627,0.37456086,0.66003036,0.6634853,0.4190653,0.9083263,0.7638004,heart
0.9634641,0.75495696,0.71528494,0.38584152,0.37666228,0.6387642,0.6482656,0.3884575,0.91719836,0.78358597,heart
0.8705828,0.76581824,0.6727612,0.38407394,0.37745044,0.6331522,0.6283166,0.40715507,0.8906734,0.8796616,heart
1.0029389,0.7831975,0.682082,0.39511985,0.36927044,0.7554734,0.54494953,0.3998397,0.88867676,0.7809025,heart
0.8900728,0.77338034,0.69489676,0.38602713,0.3811322,0.53213745,0.7038669,0.38200456,0.9050884,0.8688956,heart
0.79604983,0.778514,0.68263525,0.3753556,0.3846288,0.6245329,0.5748053,0.4284271,0.88206136,0.97797143,heart
0.85411686,0.78866184,0.6869205,0.3880583,0.3934567,0.5142616,0.6918524,0.3830175,0.8814134,0.92336524,heart
1.0293034,0.76978076,0.6844298,0.37556016,0.3942106,0.60347956,0.7119042,0.401224,0.88985,0.74786574,heart
1.1342983,0.78019905,0.6800302,0.36989227,0.3836432,0.6250766,0.73479784,0.3953626,0.88380677,0.68782526,heart
0.7893697,0.78285426,0.6860706,0.39020962,0.37631297,0.59638023,0.5838678,0.39048275,0.89458156,0.991746,heart
0.79113585,0.8004214,0.6512891,0.4052227,0.36121634,0.6220475,0.57530314,0.42679545,0.85620403,1.011737,heart
0.87243724,0.78696585,0.66251034,0.3724103,0.40029964,0.5348213,0.69877386,0.409629,0.86553115,0.9020315,heart
0.8380577,0.75104254,0.7027284,0.4056215,0.3897977,0.56892365,0.616317,0.35541916,0.9204652,0.8961705,heart
0.99555427,0.7906779,0.70062524,0.37630004,0.37362123,0.6428344,0.6473016,0.43243852,0.86870104,0.79420877,heart
